Facility Name,CMS Certification Number (CCN),Alternate CCN,Address,City,State,Zip Code,Network,Measure Name,Mineral Metabolism Measure Score,Mineral Metabolism Reason for No Score (See Footnotes File),State Average Mineral Metabolism Measure Score,National Average Mineral Metabolism Measure Score
DENALI DIALYSIS CENTER,022509,-,360 BONIFACE PKWY SUITE A11,ANCHORAGE,AK,99504,16,MINERAL METABOLISM,6,-,8,9
TUDOR DIALYSIS,022510,-,2735 E TUDOR RD,ANCHORAGE,AK,99507,16,MINERAL METABOLISM,10,-,8,9
030022 MARICOPA MEDICAL CTR - DIALYSIS,032302,030022,2525 E ROOSEVELT ST,PHOENIX,AZ,85008,15,MINERAL METABOLISM,10,-,9,9
033302 PHOENIX CHILDRENS HOSPITAL- DIALYSIS CENTER,032314,033302,1920 E CAMBRIDGE RD STE 102,PHOENIX,AZ,85016,15,MINERAL METABOLISM,9,-,9,9
031308 GILA RIVER DIALYSIS EAST,032315,031308,565 W SEED FARM RD,SACATON,AZ,85247,15,MINERAL METABOLISM,10,-,9,9
030064 BANNER UNIVERSITY MEDICAL CENTER PEDIATRIC OUTPATI,032316,030064,PO BOX 245148,TUCSON,AZ,85724,15,MINERAL METABOLISM,No Score,1,9,9
032500 TUCSON WEST DIALYSIS (DVA),032500,-,1780 W ANKLAM RD,TUCSON,AZ,85745,15,MINERAL METABOLISM,10,-,9,9
032501 TUCSON EAST DIALYSIS (DVA),032501,-,6420 E BROADWAY BLVD STE C300,TUCSON,AZ,85710,15,MINERAL METABOLISM,8,-,9,9
032502 YUMA DIALYSIS (DVA),032502,-,2130 W 24TH ST,YUMA,AZ,85364,15,MINERAL METABOLISM,10,-,9,9
032503 PHOENIX ARTIFICIAL KIDNEY CENTER (FMC),032503,-,13090 N 94TH DR STE 100,PEORIA,AZ,85381,15,MINERAL METABOLISM,10,-,9,9
032506 TUBA CITY DIALYSIS UNIT (DVA),032506,-,500 EDGEWATER DRIVE PO BOX 2910,TUBA CITY,AZ,86045,15,MINERAL METABOLISM,10,-,9,9
032508 SOUTH PHOENIX DIALYSIS SERVICES (FMC),032508,-,1021 S 7TH AVE STE 108,PHOENIX,AZ,85007,15,MINERAL METABOLISM,10,-,9,9
032509 EAST VALLEY DIALYSIS (FMC),032509,-,135 S POWER RD STE 103,MESA,AZ,85206,15,MINERAL METABOLISM,10,-,9,9
032513 SELLS DIALYSIS (DVA),032513,-,HWY 86 - MP 113,SELLS,AZ,85634,15,MINERAL METABOLISM,8,-,9,9
032514 DESERT DIALYSIS CENTER (DCI),032514,-,2022 E PRINCE RD,TUCSON,AZ,85719,15,MINERAL METABOLISM,10,-,9,9
032516 CHANDLER DIALYSIS (FMC),032516,-,912 W CHANDLER BLVD BLDG A-D,CHANDLER,AZ,85225,15,MINERAL METABOLISM,9,-,9,9
032517 CENTRAL PHX DIALYSIS (FMC),032517,-,3421 N 7TH AVE,PHOENIX,AZ,85013,15,MINERAL METABOLISM,10,-,9,9
032518 FOUR CORNERS DIALYSIS CLINIC CHINLE (DVA),032518,-,US HWY 191,CHINLE,AZ,86503,15,MINERAL METABOLISM,6,-,9,9
032520 SIERRA VISTA DIALYSIS (DVA),032520,-,629 N HIGHWAY 90 STE 6 & 7,SIERRA VISTA,AZ,85635,15,MINERAL METABOLISM,6,-,9,9
032521 DIALYSIS CENTER OF GLENDALE (FMC),032521,-,5957 W NORTHERN AVE STE 108,GLENDALE,AZ,85301,15,MINERAL METABOLISM,10,-,9,9
032522 PARKER DIALYSIS CENTER (FMC),032522,-,AGENCY ROAD BLDG 173 RURAL RT 1/AGENCY ROAD,PARKER,AZ,85344,15,MINERAL METABOLISM,10,-,9,9
032523 PRESCOTT DIALYSIS (DVA),032523,-,980 WILLOW CREEK RD STE 101,PRESCOTT,AZ,86301,15,MINERAL METABOLISM,7,-,9,9
032524 FLAGSTAFF DIALYSIS CENTER (FMC),032524,-,5200 E CORTLAND BLVD STE A1-A4,FLAGSTAFF,AZ,86004,15,MINERAL METABOLISM,8,-,9,9
032525 DESERT MOUNTAIN DIALYSIS (DVA),032525,-,9220 E MOUNTAIN VIEW RD STE 105,SCOTTSDALE,AZ,85258,15,MINERAL METABOLISM,9,-,9,9
032526 SOUTHWEST MESA DIALYSIS (DSI),032526,-,1457 W SOUTHERN AVE STE 19,MESA,AZ,85202,15,MINERAL METABOLISM,10,-,9,9
032528 THUNDERBIRD DIALYSIS (FMC),032528,-,5750 W THUNDERBIRD RD BLDG G #750,GLENDALE,AZ,85306,15,MINERAL METABOLISM,9,-,9,9
032530 DESERT VALLEY DIALYSIS (FMC),032530,-,15846 N CAVE CREEK RD STE 2,PHOENIX,AZ,85032,15,MINERAL METABOLISM,10,-,9,9
032533 GLOBE DIALYSIS (FMC),032533,-,2250 HIGHWAY 60 STE O-2,MIAMI,AZ,85539,15,MINERAL METABOLISM,9,-,9,9
032535 HOME DIALYSIS OF MESA (FMC),032535,-,1337 S GILBERT RD STE 106,MESA,AZ,85204,15,MINERAL METABOLISM,7,-,9,9
032536 WINSLOW DIALYSIS CENTER (FMC),032536,-,721 MIKE'S PIKE STREET,WINSLOW,AZ,86047,15,MINERAL METABOLISM,8,-,9,9
032537 ESTRELLA DIALYSIS CENTER (FMC),032537,-,5546 W ROOSEVELT ST STE 1,PHOENIX,AZ,85043,15,MINERAL METABOLISM,10,-,9,9
032539 MESA DIALYSIS CENTER (FMC),032539,-,1525 N GILBERT RD STE 121,GILBERT,AZ,85234,15,MINERAL METABOLISM,10,-,9,9
032540 WESTERN SKIES DIALYSIS INC.,032540,-,1041 N ARIZOLA RD,CASA GRANDE,AZ,85122,15,MINERAL METABOLISM,10,-,9,9
032541 TEMPE DIALYSIS (FMC),032541,-,1449 W SOUTHERN AVE,TEMPE,AZ,85282,15,MINERAL METABOLISM,10,-,9,9
032542 ARCADIA DIALYSIS CENTER (FMC),032542,-,4021 N. 30TH STREET,PHOENIX,AZ,85016,15,MINERAL METABOLISM,9,-,9,9
032543 NOGALES DIALYSIS (DVA),032543,-,1605 N. INDUSTRIAL PARK DR. STE H,NOGALES,AZ,85621,15,MINERAL METABOLISM,9,-,9,9
032544 LAKE HAVASU DIALYSIS (FMC),032544,-,2145 MESQUITE AVE,LAKE HAVASU CITY,AZ,86403,15,MINERAL METABOLISM,10,-,9,9
032545 SOUTH MOUNTAIN DIALYSIS CENTER (FMC),032545,-,26 E BASELINE STE 142,PHOENIX,AZ,85042,15,MINERAL METABOLISM,9,-,9,9
032546 SUN CITY WEST DIALYSIS (FMC),032546,-,12213 W BELL ROAD STE 110,SURPRISE,AZ,85374,15,MINERAL METABOLISM,10,-,9,9
032547 SUN CITY DIALYSIS (FMC),032547,-,10050 W BELL RD STE 29-31,SUN CITY,AZ,85351,15,MINERAL METABOLISM,10,-,9,9
032549 SAFFORD DIALYSIS (FMC),032549,-,1250 S 20TH AVE,SAFFORD,AZ,85546,15,MINERAL METABOLISM,9,-,9,9
032550 NORTH PHOENIX DIALYSIS (FMC),032550,-,1957 W DUNLAP AVE STE 6C,PHOENIX,AZ,85021,15,MINERAL METABOLISM,10,-,9,9
032551 MESA DIALYSIS (DSI),032551,-,1337 S GILBERT RD STE 109,MESA,AZ,85204,15,MINERAL METABOLISM,10,-,9,9
032552 ARROWHEAD DIALYSIS (FMC),032552,-,16844 N 59TH AVE,GLENDALE,AZ,85306,15,MINERAL METABOLISM,10,-,9,9
032553 PAPAGO DIALYSIS (DVA),032553,-,"5115 EAST THOMAS, SUITE #115",PHOENIX,AZ,85018,15,MINERAL METABOLISM,9,-,9,9
032556 SOUTH YUMA DIALYSIS (DVA),032556,-,7179 E 31ST PL,YUMA,AZ,85365,15,MINERAL METABOLISM,10,-,9,9
032557 TUCSON SOUTH DIALYSIS (DVA),032557,-,3662 S 16TH AVE,TUCSON,AZ,85713,15,MINERAL METABOLISM,7,-,9,9
032558 BULLHEAD CITY DIALYSIS (FMC),032558,-,2650 MIRACLE MILE,BULLHEAD CITY,AZ,86442,15,MINERAL METABOLISM,10,-,9,9
032559 FOUR CORNERS DIAL CLINIC KAYENTA (DVA),032559,-,US HWY 163 N,KAYENTA,AZ,86033,15,MINERAL METABOLISM,9,-,9,9
032561 CASA GRANDE DIALYSIS (FMC),032561,-,1875 E SABIN DR,CASA GRANDE,AZ,85122,15,MINERAL METABOLISM,10,-,9,9
032562 COTTONWOOD DIALYSIS (DVA),032562,-,"1699 E COTTONWOOD ST, A-200",COTTONWOOD,AZ,86326,15,MINERAL METABOLISM,8,-,9,9
032563 SCOTTSDALE DIALYSIS (FMC),032563,-,1495 N HAYDEN STE D1-D4,SCOTTSDALE,AZ,85257,15,MINERAL METABOLISM,10,-,9,9
032564 MARYVALE DIALYSIS (FMC),032564,-,4502 W INDIAN SCHOOL RD STE A4-11,PHOENIX,AZ,85031,15,MINERAL METABOLISM,9,-,9,9
032565 DESERT DIALYSIS CENTER SOUTH TUCSON (DCI),032565,-,1011 E PENNSYLVANIA ST,TUCSON,AZ,85719,15,MINERAL METABOLISM,10,-,9,9
032568 RED MOUNTAIN DIALYSIS (FMC),032568,-,1211 N COUNTRY CLUB DR STE 4,MESA,AZ,85201,15,MINERAL METABOLISM,10,-,9,9
032571 NORTH SCOTTSDALE DIALYSIS (FMC),032571,-,16101 N 82ND ST STE 6-7,SCOTTSDALE,AZ,85260,15,MINERAL METABOLISM,7,-,9,9
032572 DESERT DIALYSIS SRVS INC-SUN CITY (DVA),032572,-,13000 N 103RD AVE STE 66,SUN CITY,AZ,85351,15,MINERAL METABOLISM,6,-,9,9
032573 PASCUA YAQUI DIALYSIS (DVA),032573,-,7490 S CAMINO DE OESTE,TUCSON,AZ,85757,15,MINERAL METABOLISM,9,-,9,9
032575 SHOW LOW DIALYSIS (FMC),032575,-,1500 S WHITE MOUNTAIN BLVD STE 204,SHOW LOW,AZ,85901,15,MINERAL METABOLISM,10,-,9,9
032577 YAVAPAI DIALYSIS (FMC),032577,-,3605 RANCH DR,PRESCOTT,AZ,86303,15,MINERAL METABOLISM,8,-,9,9
032578 APACHE JUNCTION DIALYSIS (FMC),032578,-,11540 E UNIVERSITY DR STE 109,APACHE JUNCTION,AZ,85220,15,MINERAL METABOLISM,10,-,9,9
032579 SUN LAKES DIALYSIS (FMC),032579,-,9666 E RIGGS RD STE 143,SUN LAKES,AZ,85248,15,MINERAL METABOLISM,10,-,9,9
032580 PALM VALLEY DIALYSIS (FMC),032580,-,13657 W MCDOWELL RD STE 106,GOODYEAR,AZ,85338,15,MINERAL METABOLISM,10,-,9,9
032581 AK-CHIN DIALYSIS (FMC),032581,-,16536 N MARICOPA RD,MARICOPA,AZ,85139,15,MINERAL METABOLISM,10,-,9,9
032583 SOUTH PHOENIX DIALYSIS (DSI),032583,-,4621 S CENTRAL AVE,PHOENIX,AZ,85040,15,MINERAL METABOLISM,10,-,9,9
032586 TEMPE RENAL CENTER (DSI),032586,-,8820 S KYRENE RD,TEMPE,AZ,85284,15,MINERAL METABOLISM,10,-,9,9
032587 DEER VALLEY DIALYSIS (FMC),032587,-,21241 N 23RD AVE STE 11,PHOENIX,AZ,85027,15,MINERAL METABOLISM,10,-,9,9
NORTH HILLS DIALYSIS,042574,-,107 E MONTE PAINTER DR,FAYETTEVILLE,AR,72703,13,MINERAL METABOLISM,9,-,9,9
032589 TUCSON SOUTH CENTRAL DIALYSIS (DVA),032589,-,2024 E IRVINGTON RD,TUCSON,AZ,85714,15,MINERAL METABOLISM,8,-,9,9
032592 HOPI DIALYSIS CENTER (DVA),032592,-,HIGHWAY 264 MP 388,POLACCA,AZ,86042,15,MINERAL METABOLISM,4,-,9,9
032593 GRANITE VALLEY DIALYSIS (FMC),032593,-,14510 W SHUMWAY DR STE 100,SUN CITY WEST,AZ,85375,15,MINERAL METABOLISM,9,-,9,9
032594 SALT RIVER DIALYSIS CENTER (FMC),032594,-,10301 E OSBORN RD BLDG 14,SCOTTSDALE,AZ,85256,15,MINERAL METABOLISM,10,-,9,9
032596 NORTHEAST PHOENIX DIALYSIS (DSI),032596,-,3305 E GREENWAY RD STE 1,PHOENIX,AZ,85032,15,MINERAL METABOLISM,10,-,9,9
032597 SAN CARLOS DIALYSIS (FMC),032597,-,US 70 & AZ ROUTE 170,PERIDOT,AZ,85542,15,MINERAL METABOLISM,9,-,9,9
032598 MAMMOTH DIALYSIS (FMC),032598,-,14786 S HIGHWAY 77 - POB 729,MAMMOTH,AZ,85618,15,MINERAL METABOLISM,9,-,9,9
032599 AHWATUKEE DIALYSIS (FMC),032599,-,15930 48TH STREET,PHOENIX,AZ,85048,15,MINERAL METABOLISM,10,-,9,9
032601 PALM BROOK DIALYSIS CENTER (DVA),032601,-,14664 N DEL WEBB BLVD,SUN CITY,AZ,85351,15,MINERAL METABOLISM,10,-,9,9
032604 SOUTHWEST KIDNEY DIALYSIS - ARROWHEAD LAKES (DVA),032604,-,20325 N 51ST AVE STE 186 BLDG 11,GLENDALE,AZ,85308,15,MINERAL METABOLISM,5,-,9,9
032605 SOUTHWEST KIDNEY DIALYSIS - GILBERT (DVA),032605,-,5222 E BASELINE RD STE 104,GILBERT,AZ,85234,15,MINERAL METABOLISM,10,-,9,9
032607 AVONDALE DIALYSIS (FMC),032607,-,10750 W MCDOWELL RD STE E500,AVONDALE,AZ,85323,15,MINERAL METABOLISM,10,-,9,9
032608 AVONDALE DIALYSIS (DSI),032608,-,13055 W MCDOWELL RD STE F101,AVONDALE,AZ,85392,15,MINERAL METABOLISM,8,-,9,9
032609 SOUTHWEST KIDNEY DIALYSIS - TEMPE (DVA),032609,-,2149 E WARNER RD STE 109 & STE 110,TEMPE,AZ,85284,15,MINERAL METABOLISM,8,-,9,9
032610 SOUTHEAST VALLEY DIALYSIS (FMC),032610,-,22715 S ELLSWORTH RD STE D,QUEEN CREEK,AZ,85142,15,MINERAL METABOLISM,10,-,9,9
032611 SOUTHWEST KIDNEY DIALYSIS - PHOENIX (DVA),032611,-,337 E CORONADO RD STE 101,PHOENIX,AZ,85004,15,MINERAL METABOLISM,10,-,9,9
032612 SOUTHWEST KIDNEY DIALYSIS - ESTRELLA (DVA),032612,-,8410 W THOMAS RD STE 100 BLDG 1,PHOENIX,AZ,85037,15,MINERAL METABOLISM,9,-,9,9
032613 NORTHWEST TUCSON DIALYSIS (FMC),032613,-,6261 N LA CHOLLA BLVD STE 181,TUCSON,AZ,85741,15,MINERAL METABOLISM,10,-,9,9
032614 DOUGLAS DIALYSIS CENTER (DCI),032614,-,99 E 16TH ST,DOUGLAS,AZ,85607,15,MINERAL METABOLISM,10,-,9,9
032615 RIM COUNTRY DIALYSIS (DVA),032615,-,809 W LONGHORN RD STE E,PAYSON,AZ,85541,15,MINERAL METABOLISM,8,-,9,9
NRA PALMETTO,112783,-,500 WALNUT WAY,PALMETTO,GA,30268,6,MINERAL METABOLISM,10,-,9,9
032616 DESERT DIALYSIS SAHUARITA (DCI),032616,-,1700 W COMMERCE POINTE PL,SAHUARITA,AZ,85629,15,MINERAL METABOLISM,10,-,9,9
032617 TUCSON WEST DIALYSIS CENTER (FMC),032617,-,100 W GRANT RD,TUCSON,AZ,85705,15,MINERAL METABOLISM,10,-,9,9
032618 NORTHWEST TUCSON DIALYSIS (DVA),032618,-,2945 W INA RD STE 105,TUCSON,AZ,85741,15,MINERAL METABOLISM,8,-,9,9
032619 MOUNTAIN VISTA DIALYSIS OF ARIZONA (DVA),032619,-,10238 E HAMPTON AVE STE 108,MESA,AZ,85209,15,MINERAL METABOLISM,9,-,9,9
032620 GRAND HOME DIALYSIS (DVA),032620,-,14674 W MOUNTAIN VIEW BLVD STE 204,SURPRISE,AZ,85374,15,MINERAL METABOLISM,7,-,9,9
032621 WEST BROOK DIALYSIS (DVA),032621,-,13907 W CAMINO DEL SOL,SUN CITY WEST,AZ,85375,15,MINERAL METABOLISM,8,-,9,9
032622 GOODYEAR DIALYSIS (FMC),032622,-,500 N BULLARD AVE STE C34,GOODYEAR,AZ,85338,15,MINERAL METABOLISM,8,-,9,9
032624 SOUTHWEST KIDNEY CENTRAL MESA (DVA),032624,-,1134 E UNIVERSITY DR STE 101,MESA,AZ,85203,15,MINERAL METABOLISM,6,-,9,9
032625 RAVEN DIALYSIS CENTER (DVA),032625,-,3540 E BASELINE RD STE 110,PHOENIX,AZ,85042,15,MINERAL METABOLISM,10,-,9,9
032626 MIDVALE PARK DIALYSIS (FMC),032626,-,1430 W VALENCIA RD STE 1,TUCSON,AZ,85746,15,MINERAL METABOLISM,9,-,9,9
032627 TUCSON CENTRAL DIALYSIS (DVA),032627,-,2901 E GRANT RD,TUCSON,AZ,85716,15,MINERAL METABOLISM,10,-,9,9
032628 KINGMAN DIALYSIS CLINIC (FMC),032628,-,1721 AIRWAY AVE,KINGMAN,AZ,86409,15,MINERAL METABOLISM,10,-,9,9
032629 SOUTH TUCSON DIALYSIS (FMC),032629,-,2802 SOUTH 6TH AVE,TUCSON,AZ,85713,15,MINERAL METABOLISM,10,-,9,9
032630 BROOKWOOD DIALYSIS CLINIC (DVA),032630,-,8910 N 43RD AVE STE 107,GLENDALE,AZ,85302,15,MINERAL METABOLISM,9,-,9,9
032631 OCOTILLO DIALYSIS (DVA),032631,-,975 W CHANDLER HEIGHTS STE 101,CHANDLER,AZ,85248,15,MINERAL METABOLISM,9,-,9,9
032632 RITA RANCH DIALYSIS (DVA),032632,-,7355 S HOUGHTON RD STE 101,TUCSON,AZ,85747,15,MINERAL METABOLISM,9,-,9,9
032633 SANTAN DIALYSIS (FMC),032633,-,300 W HIGHWAY 287,FLORENCE,AZ,85132,15,MINERAL METABOLISM,8,-,9,9
032634 SOUTHWEST KIDNEY DIALYSIS - MARYVALE (DVA),032634,-,4845 W MCDOWELL RD STE 10A,PHOENIX,AZ,85035,15,MINERAL METABOLISM,9,-,9,9
032635 GILBERT DIALYSIS (FMC),032635,-,3511 MERCY RD STE 101,GILBERT,AZ,85297,15,MINERAL METABOLISM,9,-,9,9
032636 DSI FLAGSTAFF,032636,-,2268 N WALGREENS ST,FLAGSTAFF,AZ,86004,15,MINERAL METABOLISM,8,-,9,9
032637 WICKENBURG DIALYSIS (DVA),032637,-,811 N TEGNER ST  #101,WICKENBURG,AZ,85390,15,MINERAL METABOLISM,7,-,9,9
032638 POWER ROAD DIALYSIS (DVA),032638,-,301 S POWER ROAD SUITE 104,MESA,AZ,85206,15,MINERAL METABOLISM,10,-,9,9
"032639 ESTRELLA MOUNTAIN DIALYSIS, LLC (ARA)",032639,-,9250 WEST THOMAS ROAD SUITE 120,PHOENIX,AZ,85037,15,MINERAL METABOLISM,10,-,9,9
032640 SWEETWATER RIDGE DIALYSIS (DVA),032640,-,7362 W THUNDERBIRD RD SUITE 104,PEORIA,AZ,85381,15,MINERAL METABOLISM,8,-,9,9
032641 SCOTTSDALE DIALYSIS (DVA),032641,-,"5705 N SCOTTSDALE RD, STE 120",SCOTTSDALE,AZ,85250,15,MINERAL METABOLISM,9,-,9,9
032642 SOUTHWEST KIDNEY/DAVITA-PHOENIX HOME DIALYSIS (DVA,032642,-,5115 E THOMAS RD STE 100,PHOENIX,AZ,85018,15,MINERAL METABOLISM,7,-,9,9
032643 EAST TUCSON (FMC),032643,-,5555 E 5TH ST #155,TUCSON,AZ,85711,15,MINERAL METABOLISM,10,-,9,9
032644 EDGE RIVER (DVA),032644,-,1197 S REDONDO CENTER DR,YUMA,AZ,85365,15,MINERAL METABOLISM,6,-,9,9
"032645 SOUTHWEST KIDNEY DAVITA DIALYSIS PARTNERS, LLC",032645,-,13430 N SAGUARO BLVD BLDG 3,FOUNTAIN HILLS,AZ,85268,15,MINERAL METABOLISM,6,-,9,9
032646-FMC-GLENDALE TOWN CENTER,032646,-,4407 WEST PEORIA AVE,GLENDALE,AZ,85302,15,MINERAL METABOLISM,8,-,9,9
032647-FMC NORTH MOUNTAIN,032647,-,16605 NORTH 28TH AVENUE SUITE 100,PHOENIX,AZ,85053,15,MINERAL METABOLISM,9,-,9,9
032648-FMC OLD TOWN SCOTTSDALE,032648,-,4141 N SCOTTSDALE RD STE 100,SCOTTSDALE,AZ,85251,15,MINERAL METABOLISM,10,-,9,9
032649 PEDIATRIC DIALYSIS CENTER OF PHOENIX LLC,032649,-,2545 EAST THOMAS ROAD SUITE 100,PHOENIX,AZ,85016,15,MINERAL METABOLISM,No Score,"1, 2",9,9
032650 FRESENIUS KIDNEY CARE DESERT SAGE,032650,-,4901 W MCDOWELL ROAD SUITE 120,PHOENIX,AZ,85035,15,MINERAL METABOLISM,No Score,"1, 2",9,9
033503 GILA RIVER DIALYSIS WEST,033503,-,"9721 WEST PECOS RD- RR2, BOX 807",LAVEEN,AZ,85339,15,MINERAL METABOLISM,10,-,9,9
033504 GLENDALE FAMILY HEALTH CENTER - DIALYSIS,033504,-,5141 W LAMAR RD,GLENDALE,AZ,85301,15,MINERAL METABOLISM,No Score,"1, 9",9,9
ST BERNARDS REGIONAL MED CTR-DIALYSIS,042303,040020,540 E WASHINGTON,JONESBORO,AR,72401,13,MINERAL METABOLISM,10,-,9,9
ARKANSAS CHILDRENS HOSPITAL-DIALYSIS,042310,040117,1 CHILDRENS WAY-SLOT 204,LITTLE ROCK,AR,72202,13,MINERAL METABOLISM,No Score,1,9,9
FT SMITH REGIONAL DIALYSIS CTR,042501,-,2201 BROOKEN HILL DR,FORT SMITH,AR,72908,13,MINERAL METABOLISM,8,-,9,9
DAVITA - OUACHITA DIALYSIS,042507,-,1900 MALVERN AVE STE 102,HOT SPRINGS,AR,71901,13,MINERAL METABOLISM,10,-,9,9
DAVITA - RIVER VALLEY DIALYSIS,042508,-,3121 W SECOND CT,RUSSELLVILLE,AR,72801,13,MINERAL METABOLISM,10,-,9,9
FMCNA - HELENA,042510,-,108 D ANNA PL,HELENA,AR,72342,13,MINERAL METABOLISM,10,-,9,9
DAVITA - DEGRAY KIDNEY CTR,042512,-,312 PROFESSIONAL PARK DR STE H,ARKADELPHIA,AR,71923,13,MINERAL METABOLISM,9,-,9,9
DAVITA - SPRINGHILL DIALYSIS,042513,-,SPRINGHILL MEDICAL PLAZA 3401 SPRINGHILL DR STE 190,NORTH LITTLE ROCK,AR,72117,13,MINERAL METABOLISM,6,-,9,9
DAVITA - SEARCY DIALYSIS CTR,042514,-,3208 LANGLEY ST,SEARCY,AR,72143,13,MINERAL METABOLISM,8,-,9,9
KIDNEY DISEASE AND DIALYSIS CLINIC OF MAGNOLIA,042515,-,1411 N JACKSON,MAGNOLIA,AR,71754,13,MINERAL METABOLISM,10,-,9,9
DAVITA - CONWAY DIALYSIS CTR,042517,-,2445 CHRISTINA LN,CONWAY,AR,72034,13,MINERAL METABOLISM,3,-,9,9
FMCNA - FAULKNER COUNTY,042518,-,201 SKYLINE DR  STE 32,CONWAY,AR,72032,13,MINERAL METABOLISM,8,-,9,9
FMCNA - LITTLE ROCK DIALYSIS,042521,-,10310 W MARKHAM STE 100,LITTLE ROCK,AR,72205,13,MINERAL METABOLISM,10,-,9,9
DAVITA - OUACHITA VALLEY DIALYSIS,042525,-,1114 WASHINGTON NW,CAMDEN,AR,71701,13,MINERAL METABOLISM,9,-,9,9
FKC - LAKE VILLAGE,042527,-,505 SAINT MARYS STREET,LAKE VILLAGE,AR,71653,13,MINERAL METABOLISM,9,-,9,9
FMCNA - EAST ARKANSAS,042528,-,310 S RHODES,WEST MEMPHIS,AR,72301,13,MINERAL METABOLISM,9,-,9,9
DAVITA - HOT SPRINGS DIALYSIS,042531,-,115 WRIGHTS ST STE A,HOT SPRINGS,AR,71913,13,MINERAL METABOLISM,10,-,9,9
FMCNA - PINE BLUFF,042532,-,2910 MARKET ST,PINE BLUFF,AR,71601,13,MINERAL METABOLISM,10,-,9,9
FMCNA - ST FRANCIS COUNTY DIALYSIS,042533,-,210 BARROW HILL RD,FORREST CITY,AR,72335,13,MINERAL METABOLISM,10,-,9,9
DAVITA - OSCEOLA RENAL CTR,042534,-,1332 W KEISER AVE,OSCEOLA,AR,72370,13,MINERAL METABOLISM,10,-,9,9
DAVITA - PULASKI COUNTY DX,042535,-,202 JOHN HARDIN DR,JACKSONVILLE,AR,72076,13,MINERAL METABOLISM,5,-,9,9
DAVITA - SOUTH ARKANSAS DIALYSIS -EL DORADO,042536,-,620 W GROVE ST,EL DORADO,AR,71730,13,MINERAL METABOLISM,10,-,9,9
FMCNA - STUTTGART DIALYSIS,042537,-,805 WEST MADISON,STUTTGART,AR,72160,13,MINERAL METABOLISM,10,-,9,9
DAVITA - FAYETTEVILLE,042539,-,509 E MILLSAP STE 111,FAYETTEVILLE,AR,72703,13,MINERAL METABOLISM,7,-,9,9
DAVITA - BENTONVILLE,042540,-,1104 SE 30TH ST,BENTONVILLE,AR,72712,13,MINERAL METABOLISM,9,-,9,9
FMCNA - MONTICELLO,042543,-,774 JORDAN DR,MONTICELLO,AR,71655,13,MINERAL METABOLISM,10,-,9,9
DAVITA - SW ARKANSAS DIALYSIS-MAGNOLIA,042545,-,225 N DUDNEY,MAGNOLIA,AR,71753,13,MINERAL METABOLISM,10,-,9,9
DAVITA - LITTLE ROCK MIDTOWN DIALYSIS,042547,-,#2 LILE CT STE 102,LITTLE ROCK,AR,72205,13,MINERAL METABOLISM,9,-,9,9
DAVITA - NORTH LITTLE ROCK DIALYSIS CTR,042548,-,4505 E MCCAIN BLVD,NORTH LITTLE ROCK,AR,72117,13,MINERAL METABOLISM,10,-,9,9
DAVITA - SILOAM SPRINGS,042549,-,500 S MT OLIVE STE 107,SILOAM SPRINGS,AR,72761,13,MINERAL METABOLISM,9,-,9,9
FMCNA - BLYTHEVILLE,042550,-,1001 E MOULTRIE,BLYTHEVILLE,AR,72315,13,MINERAL METABOLISM,10,-,9,9
LEWISVILLE DIALYSIS CTR,042551,-,PO BOX 742,LEWISVILLE,AR,71845,13,MINERAL METABOLISM,No Score,1,9,9
DAVITA - JACKSONVILLE CENTRAL DIALYSIS CTR,042553,-,400 T P WHITE DR,JACKSONVILLE,AR,72076,13,MINERAL METABOLISM,9,-,9,9
DAVITA - JACKSON COUNTY DX,042554,-,PRATT SQUARE 1912 MCCLAIN,NEWPORT,AR,72112,13,MINERAL METABOLISM,9,-,9,9
FMCNA - BENTON,042556,-,2101 CONGO RD,BENTON,AR,72015,13,MINERAL METABOLISM,8,-,9,9
DAVITA - INDEPENDENCE COUNTY DX,042557,-,1700 HARRISON ST STE F,BATESVILLE,AR,72501,13,MINERAL METABOLISM,9,-,9,9
DAVITA - SALINE COUNTY DIALYSIS,042558,-,GROUND LEVEL-1200 N MAIN STE 2,BENTON,AR,72015,13,MINERAL METABOLISM,9,-,9,9
DAVITA - ASHLEY DIALYSIS CTR,042560,-,1019 FRED LAGRONE DR,CROSSETT,AR,71635,13,MINERAL METABOLISM,10,-,9,9
US RENAL CARE OF NORTHEAST AR - PARAGOULD,042562,-,901 W KINGS HIGHWAY,PARAGOULD,AR,72450,13,MINERAL METABOLISM,8,-,9,9
DAVITA - HEMPSTEAD COUNTY DIALYSIS UNIT,042563,-,1803 S LAUREL,HOPE,AR,71801,13,MINERAL METABOLISM,10,-,9,9
US RENAL CARE - PINE BLUFF,042564,-,2800 W 28TH ST,PINE BLUFF,AR,71603,13,MINERAL METABOLISM,10,-,9,9
PINE BLUFF DIALYSIS - KIDNEY CTR OF MCGEHEE,042565,-,610 WEST HOLLY ST,MCGEHEE,AR,71654,13,MINERAL METABOLISM,8,-,9,9
RVM - RENAL CTR OF MTN HOME,042567,-,200 EAST 8TH ST #101,MOUNTAIN HOME,AR,72653,13,MINERAL METABOLISM,8,-,9,9
DAVITA - SPRINGDALE,042568,-,2070 MCKENZIE ROAD STE B,SPRINGDALE,AR,72762,13,MINERAL METABOLISM,10,-,9,9
